,Unnamed: 0,word,word_occurrences,freqs
3536,3536,terza,43331,4.134259474879568e-05
3537,3537,noops,0,0.0
3538,3538,murls,0,0.0
3539,3539,pilau,12483,1.1910170784177991e-05
3540,3540,shahs,18375,1.7531794292980098e-05
3541,3541,recce,19572,1.867386546406566e-05
3542,3542,prems,12348,1.1781365764882626e-05
3543,3543,gable,606004,0.0005781952363930945
3544,3544,trout,2474097,0.002360563791285942
3545,3545,glode,4634,4.421351551220124e-06
3546,3546,litas,4510,4.303041755719197e-06
3547,3547,skugs,0,0.0
3548,3548,fagot,61393,5.857575221926135e-05
3549,3549,cesti,11279,1.0761420834314151e-05
3550,3550,ninta,0,0.0
3551,3551,aurae,7894,7.531754239389655e-06
3552,3552,wurst,27321,2.6067273571619554e-05
3553,3553,pooed,1052,1.0037250392497994e-06
3554,3554,yelts,0,0.0
3555,3555,divas,31827,3.0366498882322592e-05
3556,3556,moody,1555936,0.0014845360481655664
3557,3557,ticks,505316,0.00048212768244634184
3558,3558,ulnad,0,0.0
3559,3559,boldo,5594,5.337298355098268e-06
3560,3560,pervs,1452,1.3853695408656928e-06
3561,3561,dishy,6575,6.2732814953112465e-06
3562,3562,corda,75719,7.224435004463456e-05
3563,3563,racks,654844,0.0006247940300403951
3564,3564,baddy,3223,3.0751005717700606e-06
3565,3565,prest,157062,0.0001498546217819886
3566,3566,kylix,30059,2.8679630185180343e-05
3567,3567,zowee,303,2.890957099740392e-07
3568,3568,cueca,4459,4.254382081763171e-06
3569,3569,imino,42747,4.0785393776436476e-05
3570,3570,drays,42779,4.081592533656575e-05
3571,3571,moron,178702,0.00017050158931940842
3572,3572,quins,3682,3.513037637374298e-06
3573,3573,damns,46371,4.4243092961076475e-05
3574,3574,bloat,73121,6.976556900663934e-05
3575,3575,jebel,90009,8.587859986486235e-05
3576,3576,jeton,2591,2.472102259216949e-06
3577,3577,pukus,0,0.0
3578,3578,lying,13133613,0.012530927969502543
3579,3579,latke,3927,3.7467948946140326e-06
3580,3580,wasps,457154,0.00043617577622928025
3581,3581,snugs,3903,3.723896224517079e-06
3582,3582,hards,42820,4.085504389798138e-05
3583,3583,hobos,27902,2.662161221021664e-05
3584,3584,dight,54000,5.15220077181456e-05
3585,3585,lairs,59649,5.691178219221605e-05
3586,3586,eards,1630,1.5552013440847653e-06
3587,3587,ngapi,1614,1.5399355640201294e-06
3588,3588,stele,208997,0.00019940638976054213
3589,3589,bivvy,1945,1.8557463891072813e-06
3590,3590,smits,41819,3.98999785326876e-05
3591,3591,akene,14551,1.388327285753216e-05
3592,3592,epees,2254,2.150566766605559e-06
3593,3593,begot,179734,0.00017148623213357743
3594,3594,curdy,29197,2.7857186284198094e-05
3595,3595,kibbi,1613,1.5389814527660897e-06
3596,3596,bolix,0,0.0
3597,3597,machs,12345,1.1778503431120508e-05
3598,3598,spots,5414812,0.005166333067709397
3599,3599,scurs,1442,1.3758284283252954e-06
3600,3600,bower,865186,0.0008254836994376207
3601,3601,peris,24120,2.301316344743837e-05
3602,3602,otaku,8985,8.572689617547004e-06
3603,3603,ahead,14844507,0.0141633111893716
3604,3604,amari,41609,3.9699615169339263e-05
3605,3605,donga,13768,1.3136203745619047e-05
3606,3606,gager,34636,3.30465973949202e-05
3607,3607,riots,1598633,0.001525273736379301
3608,3608,dited,3425,3.2678310450860866e-06
3609,3609,flote,15013,1.4324072256898516e-05
3610,3610,dants,9663,9.219577047785942e-06
3611,3611,spree,278983,0.0002661808199857669
3612,3612,hogen,15920,1.5189451164312554e-05
3613,3613,phlox,151720,0.00014475775946290833
3614,3614,roted,2611,2.4911844842977435e-06
3615,3615,coyly,104430,9.963783825936934e-05
3616,3616,meaty,150992,0.00014406316646996742
3617,3617,hudud,7079,6.754153567347272e-06
3618,3618,lowns,1246,1.1888226225335076e-06
3619,3619,hived,18861,1.7995492362443408e-05
3620,3620,cukes,5399,5.15124666056052e-06
3621,3621,fidus,20190,1.9263506219062215e-05
3622,3622,sease,13555,1.2932978048508585e-05
3623,3623,yakow,0,0.0
3624,3624,manny,392590,0.0003745745372234589
3625,3625,tatie,3340,3.186731588492709e-06
3626,3626,jewel,1508843,0.0014396040868790733
3627,3627,moral,31451791,0.030008507752805596
3628,3628,reest,1031,9.83688702914965e-07
3629,3629,goafs,3038,2.8985899897727097e-06
3630,3630,axile,16234,1.548904209808103e-05
3631,3631,ploys,65675,6.266125660905948e-05
3632,3632,cacao,338493,0.00032295998071367146
3633,3633,sunks,0,0.0
3634,3634,thuya,12504,1.1930207120512824e-05
3635,3635,newie,215,2.0513391961854265e-07
3636,3636,nasho,496,4.732391820037077e-07
3637,3637,trite,327432,0.00031240655613273794
3638,3638,smily,2842,2.711584183980922e-06
3639,3639,leuds,429,4.093137279830456e-07
3640,3640,brill,509327,0.00048595462268629524
3641,3641,omnes,518269,0.0004944862855199185
3642,3642,bodoh,1232,1.1754650649769514e-06
3643,3643,sloid,217,2.0704214212662213e-07
3644,3644,jaaps,0,0.0
3645,3645,spier,75228,7.177588141890105e-05
3646,3646,creds,3539,3.3765997280466163e-06
3647,3647,skios,306,2.9195804373615837e-07
3648,3648,toper,33424,3.1890214555024044e-05
3649,3649,tubae,8742,8.340840582815349e-06
3650,3650,globs,27935,2.665309788159995e-05
3651,3651,hevea,40505,3.8646276344879396e-05
3652,3652,fedai,872,8.319850135226474e-07
3653,3653,oread,22427,2.1397853094349098e-05
3654,3654,tophs,0,0.0
3655,3655,karoo,30652,2.9245418158825903e-05
3656,3656,abius,327,3.119943800709928e-07
3657,3657,nerfs,14102,1.3454876904468318e-05
3658,3658,emirs,75208,7.175679919382026e-05
3659,3659,pocky,6371,6.078642799487141e-06
3660,3660,moyls,354,3.377553839300656e-07
3661,3661,chars,62657,5.978174884436757e-05
3662,3662,allod,2353,2.2450237807554924e-06
3663,3663,bravo,592108,0.0005649369064069584
3664,3664,paper,49325930,0.0470624249289761
3665,3665,loppy,2628,2.507404375616419e-06
3666,3666,poupt,0,0.0
3667,3667,blade,4463239,0.004258426559369045
3668,3668,agape,281993,0.0002690526948604265
3669,3669,dingy,526552,0.0005023891890371296
3670,3670,mirin,23363,2.229090122813029e-05
3671,3671,hefts,6238,5.951746002699857e-06
3672,3672,royne,14921,1.4236294021526861e-05
3673,3673,groms,559,5.333481910082109e-07
3674,3674,mante,15358,1.4653240639542223e-05
3675,3675,czars,82591,7.880100258239561e-05
3676,3676,yeahs,10645,1.0156514299252961e-05
3677,3677,comal,30721,2.9311251835354648e-05
3678,3678,eathe,881,8.40572014809005e-07
3679,3679,galvo,1478,1.4101764334707259e-06
3680,3680,nexts,830,7.919123408529787e-07
3681,3681,heron,633876,0.00060478822526569
3682,3682,favus,37212,3.5504387985326556e-05
3683,3683,tombs,1552242,0.0014810115611931438
3684,3684,brogh,0,0.0
3685,3685,sulfo,19465,1.8571775559883407e-05
3686,3686,mothy,3331,3.1781445872063514e-06
3687,3687,roved,111982,0.00010684328644987742
3688,3688,jetes,5328,5.083504761523699e-06
3689,3689,rudie,7759,7.402949220094291e-06
3690,3690,azoic,25236,2.4077951606946708e-05
3691,3691,dalek,3390,3.2344371511946957e-06
3692,3692,hoord,2687,2.5636969396047634e-06
3693,3693,sunts,0,0.0
3694,3694,creek,10790850,0.010295671425654657
3695,3695,ongon,1843,1.7584270411952285e-06
3696,3696,totem,463627,0.0004423517383766794
3697,3697,walis,6978,6.6577883306892585e-06
3698,3698,holms,21325,2.0346422492397314e-05
3699,3699,datto,5809,5.5424322747168106e-06
3700,3700,slake,103448,9.870090100790233e-05
3701,3701,ataxy,14053,1.3408125453020372e-05
3702,3702,aimag,3084,2.9424791074585374e-06
3703,3703,yokeg,0,0.0
3704,3704,ajuga,14982,1.4294494808023284e-05
3705,3705,magna,870745,0.0008307876038988276
3706,3706,firns,399,3.806903903618536e-07
3707,3707,heths,461,4.3984528811231706e-07
3708,3708,noias,0,0.0
3709,3709,arils,6021,5.744703860573234e-06
3710,3710,cooed,116648,0.0001112951695612268
3711,3711,mawky,0,0.0
3712,3712,lemma,1975656,0.0018849956237111233
3713,3713,jisms,0,0.0
3714,3714,swink,19009,1.813670082804129e-05
3715,3715,renga,26146,2.4946192848122865e-05
3716,3716,babes,490193,0.00046769865795149895
3717,3717,hylas,57700,5.505221935809261e-05
3718,3718,griff,126682,0.0001208687218842615
3719,3719,lutes,85211,8.130077406797971e-05
3720,3720,tummy,173971,0.00016598768897654645
3721,3721,speug,0,0.0
3722,3722,crabs,704588,0.0006722553402613476
3723,3723,lappy,4179,3.987230930632046e-06
3724,3724,brust,38514,3.674664083808629e-05
3725,3725,occam,95860,9.146110481224883e-05
3726,3726,erode,323271,0.0003084364992046786
3727,3727,filmi,2609,2.489276261789664e-06
3728,3728,chaat,4556,4.346930873405025e-06
3729,3729,burgh,230760,0.00022017071298220886
3730,3730,hoaed,0,0.0
3731,3731,barky,10328,9.854061031722366e-06
3732,3732,yucas,1432,1.366287315784898e-06
3733,3733,miasm,17916,1.7093857227375862e-05
3734,3734,ragus,1586,1.513220448907017e-06
3735,3735,kebab,36511,3.4835555996244705e-05
3736,3736,swees,0,0.0
3737,3737,loirs,924,8.815987987327136e-07
3738,3738,latte,82743,7.894602749300965e-05
3739,3739,jihad,400973,0.00038257285186607396
3740,3740,glair,10443,9.963783825936934e-06
3741,3741,scall,7856,7.495498011736145e-06
3742,3742,nukes,41622,3.971201861564178e-05
3743,3743,lumps,704790,0.0006724480707346636
3744,3744,croon,60057,5.730105958386426e-05
3745,3745,acing,9634,9.191907821418791e-06
3746,3746,blets,438,4.1790072926940317e-07
3747,3747,carny,16213,1.5469005761746197e-05
3748,3748,yoppo,0,0.0
3749,3749,mudra,51385,4.9027006788831694e-05
3750,3750,yells,538042,0.0005133519273460462
3751,3751,jocos,2247,2.1438879878272806e-06
3752,3752,cajon,61902,5.906139484756757e-05
3753,3753,cecal,52564,5.015190395734454e-05
3754,3754,salps,6079,5.800042313307539e-06
3755,3755,mozed,0,0.0
3756,3756,foyer,491398,0.00046884836201261683
3757,3757,first,347455724,0.33151141654892347
3758,3758,symar,261,2.490230373043704e-07
3759,3759,kukri,5715,5.452745816837076e-06
3760,3760,kendo,23544,2.246359536511148e-05
3761,3761,drock,613,5.848701987263565e-07
3762,3762,fella,281107,0.0002682073522893473
3763,3763,longs,509843,0.0004864469440933797
3764,3764,toffy,7077,6.7522453448391925e-06
3765,3765,laser,4457293,0.004252753413852525
3766,3766,derby,1147593,0.0010949313963572196
3767,3767,sneer,612359,0.000584258613412517
3768,3768,zinky,1038,9.90367481693243e-07
3769,3769,abrin,9640,9.197632488943029e-06
3770,3770,namma,2158,2.0589720862177445e-06
3771,3771,wilts,118904,0.00011344764455034044
3772,3772,facta,183718,0.00017528741136967172
3773,3773,balas,32713,3.121184145340179e-05
3774,3774,tuner,150935,0.00014400878212848713
3775,3775,maneb,11429,1.0904537522420111e-05
3776,3776,zamac,286,2.728758186553637e-07
3777,3777,zooty,218,2.0799625338066184e-07
3778,3778,nuses,1098,1.0476141569356271e-06
3779,3779,drams,130217,0.00012424150516729195
3780,3780,jomon,27842,2.6564365534974253e-05
3781,3781,avgas,4897,4.672282811032574e-06
3782,3782,metta,30257,2.886854421348021e-05
3783,3783,ohelo,3670,3.501588302325821e-06
3784,3784,jacky,100016,9.542639118403797e-05
3785,3785,henry,35238449,0.033621400765805186
3786,3786,bowrs,871,8.310309022686077e-07
3787,3787,thymi,2821,2.6915478476460875e-06
3788,3788,pshaw,114968,0.00010969226265444006
3789,3789,pungs,3045,2.905268768550988e-06
3790,3790,vrows,570,5.43843414802648e-07
3791,3791,seamy,65789,6.277002529202001e-05
3792,3792,filii,75353,7.189514532565602e-05
3793,3793,color,34843521,0.03324459551646978
3794,3794,schul,21688,2.0692764877613735e-05
3795,3795,amoks,290,2.7669226367152267e-07
3796,3796,summa,525603,0.0005014837374570459
3797,3797,sluts,42258,4.031883337321105e-05
3798,3798,trats,346,3.301224938977477e-07
3799,3799,garbe,18152,1.731902748332924e-05
3800,3800,nomoi,11982,1.1432161045904084e-05
3801,3801,nouja,0,0.0
3802,3802,clits,1607,1.5332567852418515e-06
3803,3803,droke,2749,2.622851837355227e-06
3804,3804,trues,9178,8.756833089576673e-06
3805,3805,mados,296,2.8241693119576106e-07
3806,3806,ortho,380312,0.00036285995924635904
3807,3807,zendo,16916,1.6139745973336128e-05
3808,3808,oonts,577,5.505221935809261e-07
3809,3809,wocks,351,3.3489305016794636e-07
3810,3810,royet,1662,1.5857329042140368e-06
3811,3811,india,17712253,0.016899459921699028
3812,3812,swire,19375,1.8485905547019833e-05
3813,3813,mapau,0,0.0
3814,3814,lemon,3431970,0.0032744812005267433
3815,3815,axite,277,2.6428881736900613e-07
3816,3816,chyle,95995,9.158990983154419e-05
3817,3817,dopey,61055,5.8253262615395914e-05
3818,3818,pissy,13501,1.2881456040790438e-05
3819,3819,doted,84533,8.065388663774077e-05
3820,3820,jujus,1668,1.591457571738275e-06
3821,3821,nowts,0,0.0
3822,3822,nivas,1505,1.4359374373297987e-06
3823,3823,waged,1024797,0.0009777703508061565
3824,3824,quirk,242884,0.0002317383578261866
3825,3825,stogy,5639,5.380233361530056e-06
3826,3826,easer,3305,3.1533376946013185e-06
3827,3827,solan,22486,2.1454145658337444e-05
3828,3828,limby,2217,2.115264650206089e-06
3829,3829,ablow,4335,4.136072286262244e-06
3830,3830,kombu,19348,1.846014454316076e-05
3831,3831,carat,142647,0.00013610110805500582
3832,3832,ditsy,2738,2.61235661356079e-06
3833,3833,sidas,1020,9.73193479120528e-07
3834,3834,gurge,1711,1.6324843556619837e-06
3835,3835,leggy,49773,4.7488979447319646e-05
3836,3836,forky,5513,5.26001534352105e-06
3837,3837,bides,44063,4.204100418675277e-05
3838,3838,quila,2374,2.265060117090327e-06
3839,3839,machi,68906,6.574399007086187e-05
3840,3840,oleum,102032,9.734987947218207e-05
3841,3841,elvan,5034,4.802996052836017e-06
3842,3842,crore,18100,1.726941369811917e-05
3843,3843,crazy,5468827,0.005217869387096352
3844,3844,saags,0,0.0
3845,3845,rases,15707,1.498622546720209e-05
3846,3846,scifi,5376,5.129302101717606e-06
3847,3847,goest,114844,0.00010957395285893913
3848,3848,execs,53769,5.130160801846242e-05
3849,3849,peaks,3083973,0.0029424533464546786
3850,3850,bruts,3150,3.00545045022516e-06
3851,3851,wanze,467,4.4556995563655546e-07
3852,3852,doris,1257575,0.0011998664602990176
3853,3853,orang,148992,0.00014215494396188795
3854,3854,fawny,1080,1.030440154362912e-06
3855,3855,myopy,629,6.001359787909922e-07
3856,3856,jambs,110662,0.00010558385959454497
3857,3857,putos,1991,1.899635506793109e-06
3858,3858,chons,2013,1.9206259543819833e-06
3859,3859,draco,108727,0.00010373765431797808
3860,3860,bowls,1412064,0.0013472661538243618
3861,3861,avoid,22596806,0.02155986690995257
3862,3862,filed,6609511,0.006306208828799412
3863,3863,lowed,167239,0.00015956461201435096
3864,3864,qualy,469,4.474781781446349e-07
3865,3865,mbars,1203,1.1477958386097991e-06
3866,3866,takes,31848283,0.03038680523214232
3867,3867,muffy,26646,2.5423248475142734e-05
3868,3868,skols,0,0.0
3869,3869,petty,3263440,0.0031136848308834274
3870,3870,yates,877372,0.0008371104991793489
3871,3871,nuffs,0,0.0
3872,3872,drier,494841,0.00047213336706027564
3873,3873,snees,155,1.4788724437615867e-07
3874,3874,bhais,900,8.587001286357599e-07
3875,3875,chirr,5155,4.918443514574825e-06
3876,3876,lauch,8712,8.312217245194156e-06
3877,3877,sugan,2350,2.242161446993373e-06
3878,3878,meith,819,7.814171170585416e-07
3879,3879,spike,1410229,0.001345515359673199
3880,3880,poind,3516,3.3546551692037023e-06
3881,3881,coact,2279,2.1744195479565524e-06
3882,3882,qorma,0,0.0
3883,3883,aghas,6451,6.1549716998103194e-06
3884,3884,nohow,56899,5.4287976243606784e-05
3885,3885,mafts,0,0.0
3886,3886,boaks,225,2.1467503215893998e-07
3887,3887,seifs,765,7.29895109340396e-07
3888,3888,riffy,0,0.0
3889,3889,mixup,18916,1.8047968481415593e-05
3890,3890,volks,32525,3.103246853764232e-05
3891,3891,iodin,71537,6.82542567802404e-05
3892,3892,rerig,606,5.781914199480784e-07
3893,3893,bezil,144,1.373920205817216e-07
3894,3894,hayer,7988,7.62144069726939e-06
3895,3895,sumos,1969,1.8786450592042349e-06
3896,3896,habus,3147,3.0025881164630407e-06
3897,3897,curls,1187234,0.0011327533205786088
3898,3898,botte,27128,2.5883130099589884e-05
3899,3899,blood,58868172,0.05616678540994671
3900,3900,mobby,695,6.631073215576146e-07
3901,3901,louts,53009,5.0576483465392223e-05
3902,3902,odors,882198,0.0008417150400913447
3903,3903,swizz,1005,9.58881810309932e-07
3904,3904,dados,18933,1.806418837273427e-05
3905,3905,borna,11109,1.0599221921127397e-05
3906,3906,snibs,0,0.0
3907,3907,attic,1656687,0.0015806637111213237
3908,3908,hocks,80699,7.699582408975244e-05
3909,3909,salic,66460,6.341023394348068e-05
3910,3910,fugly,617,5.886866437425154e-07
3911,3911,curli,1251,1.1935931788037063e-06
3912,3912,rythe,264,2.518853710664896e-07
3913,3913,looms,720900,0.0006878188030372438
3914,3914,shags,10201,9.732888902459319e-06
3915,3915,acyls,719,6.860059916545682e-07
3916,3916,wrens,108139,0.00010317663690060272
3917,3917,preke,0,0.0
3918,3918,swede,295292,0.00028174142042790095
3919,3919,objet,92465,8.822189710478394e-05
3920,3920,bijou,96009,9.160326738910075e-05
3921,3921,ohmic,142927,0.00013636825920613696
3922,3922,bosun,64019,6.108124837236969e-05
3923,3923,prism,1343522,0.0012818694602499704
3924,3924,cribo,490,4.675145144794693e-07
3925,3925,robur,38654,3.688021641365185e-05
3926,3926,stick,8473530,0.008084690334443301
3927,3927,noble,12447642,0.011876435318457654
3928,3928,polje,11744,1.1205082567442628e-05
3929,3929,infix,44043,4.2021921961671974e-05
3930,3930,wanky,611,5.82961976218277e-07
3931,3931,lests,2491,2.3766911338129754e-06
3932,3932,bacha,18428,1.7582362189444206e-05
3933,3933,cadet,646141,0.0006164903997964873
3934,3934,bicep,37285,3.5574038106871454e-05
3935,3935,stria,128076,0.0001221987529723929
3936,3936,honer,8540,8.148110109499322e-06
3937,3937,stoae,1204,1.1487499498638389e-06
3938,3938,cruet,41229,3.9337052892804163e-05
3939,3939,ribby,5133,4.897453066985951e-06
3940,3940,swobs,0,0.0
3941,3941,stiff,4172711,0.00398123052495539
3942,3942,fence,4619760,0.004407765006962598
3943,3943,prime,10448619,0.009969144977073383
3944,3944,fitte,11679,1.1143065335930046e-05
3945,3945,snubs,31076,2.964996133053875e-05
3946,3946,goops,4427,4.223850521633899e-06
3947,3947,maths,74428,7.101259241566927e-05
3948,3948,basij,3694,3.524486972422775e-06
3949,3949,pumps,2044854,0.0019510182142681647
3950,3950,chapt,83061,7.924943487179428e-05
3951,3951,esnes,1627,1.552339010322646e-06
3952,3952,bhang,17263,1.6470822578487916e-05
3953,3953,isbas,1761,1.6801899183639704e-06
3954,3954,hejab,4458,4.253427970509131e-06
3955,3955,acred,12523,1.194833523433958e-05
3956,3956,paven,6357,6.065285241930585e-06
3957,3957,bhels,0,0.0
3958,3958,polos,38990,3.72007977950092e-05
3959,3959,vezir,16330,1.5580636778468845e-05
3960,3960,lidar,55866,5.330237931818374e-05
3961,3961,folks,4749891,0.004531924458562043
3962,3962,lunks,627,5.982277562829128e-07
3963,3963,snort,360942,0.0003443788242556094
3964,3964,feese,1481,1.413038767232845e-06
3965,3965,choky,5922,5.650246846423301e-06
3966,3966,busky,1814,1.7307578148280762e-06
3967,3967,caple,7458,7.115761732628331e-06
3968,3968,kikay,0,0.0
3969,3969,seils,2057,1.9626068495597315e-06
3970,3970,viols,56115,5.3539953020439634e-05
3971,3971,ymolt,70,6.678778778278133e-08
3972,3972,flaws,954621,0.0009108146394426642
3973,3973,doxie,4138,3.948112369216417e-06
3974,3974,fuzee,2035,1.941616401970857e-06
3975,3975,wisha,4515,4.307812311989395e-06
3976,3976,plack,13452,1.2834704589342492e-05
3977,3977,ceros,1606,1.5323026739878117e-06
3978,3978,oxeas,3040,2.900498212280789e-06
3979,3979,scams,89281,8.518400687192142e-05
3980,3980,theic,7483,7.139614513979324e-06
3981,3981,limey,30868,2.9451506189698487e-05
3982,3982,taped,689172,0.0006575467611690711
3983,3983,rafiq,12767,1.2181138380325274e-05
3984,3984,seeks,5090438,0.0048568441837915114
3985,3985,teens,1544484,0.0014736095660843034
3986,3986,heids,2278,2.1734654367025126e-06
3987,3987,imped,7052,6.728392563488199e-06
3988,3988,grigs,4518,4.310674645751515e-06
3989,3989,cozen,43096,4.1118378604096345e-05
3990,3990,bardy,16526,1.5767642584260633e-05
3991,3991,physa,18349,1.7506987400375067e-05
3992,3992,funda,42895,4.092660224203436e-05
3993,3993,rasse,16969,1.6190313869800233e-05
3994,3994,dadas,9704,9.258695609201572e-06
3995,3995,opsat,0,0.0
3996,3996,coved,15874,1.5145562046626727e-05
3997,3997,coney,286256,0.0002731200711363979
3998,3998,wrack,94013,8.969886132603745e-05
3999,3999,kayak,224393,0.00021409588662773786
4000,4000,unity,12084514,0.011529970807000713
4001,4001,ryiji,0,0.0
4002,4002,paste,2720132,0.002595308553673608
4003,4003,crisp,1665426,0.0015890016893703768
4004,4004,abamp,574,5.476598598188069e-07
4005,4005,gibed,13899,1.3261192319898253e-05
4006,4006,cosie,1934,1.8452511653128441e-06
4007,4007,kazis,5841,5.572963834846082e-06
4008,4008,dolma,13212,1.2605717888372956e-05
4009,4009,shots,3339399,0.0031861581676290314
4010,4010,dowdy,121875,0.00011628230908609249
4011,4011,sumph,2922,2.7879130843041005e-06
4012,4012,terek,29327,2.7981220747223257e-05
4013,4013,cyber,244920,0.00023368092833941147
4014,4014,hooly,15930,1.5198992276852952e-05
4015,4015,saned,0,0.0
4016,4016,neoza,0,0.0
4017,4017,abhor,306786,0.00029270797518183363
4018,4018,aduki,3042,2.9024064347888687e-06
4019,4019,pizes,0,0.0
4020,4020,boche,95998,9.159277216530632e-05
4021,4021,bails,32303,3.082065583924551e-05
4022,4022,model,48776717,0.046538414624811175
4023,4023,voxes,0,0.0
4024,4024,abaft,74019,7.062236091276701e-05
4025,4025,thank,14836993,0.014156141997408745
4026,4026,ripps,5532,5.278143457347804e-06
4027,4027,slued,3624,3.4576991846399935e-06
4028,4028,pored,121633,0.00011605141416261488
4029,4029,cromb,878,8.377096810468858e-07
4030,4030,boors,59852,5.710546677678612e-05
4031,4031,retox,0,0.0
4032,4032,cooty,891,8.501131273494024e-07
4033,4033,palps,36273,3.460847751778325e-05
4034,4034,nogal,8146,7.772190275407668e-06
4035,4035,womby,845,8.062240096635747e-07
4036,4036,tuffs,72646,6.931236616097047e-05
4037,4037,swelt,2267,2.1629702129080755e-06
4038,4038,keeks,1968,1.8776909479501951e-06
4039,4039,sikes,136923,0.00013063977523688241
4040,4040,kilim,10919,1.0417940782859847e-05
4041,4041,noint,4690,4.474781781446349e-06
4042,4042,nasus,11155,1.0643111038813225e-05
4043,4043,vexil,208,1.9845514084026454e-07
4044,4044,milpa,47190,4.502451007813501e-05
4045,4045,lapel,191967,0.00018315787510424548
4046,4046,nifes,0,0.0
4047,4047,gnarl,6087,5.807675203339856e-06
4048,4048,knick,57738,5.5088475585746124e-05
4049,4049,plaig,0,0.0
4050,4050,sanes,10881,1.0381684555206338e-05
4051,4051,bolus,369826,0.0003528551486364984
4052,4052,msasa,506,4.82780294544105e-07
4053,4053,cakes,1854598,0.0017694928235195812
4054,4054,warks,4360,4.159925067613237e-06
4055,4055,chuck,1597977,0.0015246478393966508
4056,4056,nidus,62853,5.996875465015936e-05
4057,4057,snied,188,1.7937291575946987e-07
4058,4058,chums,136122,0.00012987553212239657
4059,4059,kitul,374,3.5683760901086025e-07
4060,4060,fours,535001,0.0005104504750225113
4061,4061,motey,1238,1.1811897325011899e-06
4062,4062,girds,34867,3.326699709460338e-05
4063,4063,mvule,429,4.093137279830456e-07
4064,4064,skoff,2941,2.8060411981308556e-06
4065,4065,quash,142561,0.0001360190544871584
4066,4066,effed,1356,1.2937748604778783e-06
4067,4067,cushy,44450,4.2410245242066145e-05
4068,4068,hexad,6617,6.313354167980915e-06
4069,4069,meres,68448,6.530700711651166e-05
4070,4070,trios,129234,0.0001233036138045709
4071,4071,ardri,812,7.747383382802634e-07
4072,4072,cooms,6128,5.846793764755486e-06
4073,4073,muser,7769,7.4124903326346876e-06
4074,4074,copen,8475,8.08609287798674e-06
4075,4075,plonk,11220,1.0705128270325808e-05
4076,4076,lingy,388,3.701951665674165e-07
4077,4077,awato,0,0.0
4078,4078,neuks,445,4.245795080476813e-07
4079,4079,mites,486374,0.0004640549070723212
4080,4080,spent,23114283,0.022053597539359288
4081,4081,cabob,784,7.480232231671509e-07
4082,4082,niopo,1033,9.855969254230446e-07
4083,4083,ables,48312,4.6095022905167595e-05
4084,4084,rotls,616,5.877325324884757e-07
4085,4085,njirl,0,0.0
4086,4086,boyar,65411,6.240937123799299e-05
4087,4087,ikons,26442,2.522860977931863e-05
4088,4088,halos,116801,0.00011144114858309489
4089,4089,toils,528108,0.0005038737861484154
4090,4090,kipes,194,1.8509758328370826e-07
4091,4091,puces,8550,8.15765122203972e-06
4092,4092,thick,15582190,0.014867142841585392
4093,4093,unhip,3848,3.671420105544894e-06
4094,4094,halma,8732,8.33129947027495e-06
4095,4095,durgy,1066,1.0170825968063556e-06
4096,4096,ficos,669,6.383004289525816e-07
4097,4097,bevel,407060,0.00038838052706941385
4098,4098,takis,12119,1.1562874287707527e-05
4099,4099,slues,2750,2.6238059486092667e-06
4100,4100,teins,8722,8.321758357734554e-06
4101,4101,teiid,1498,1.4292586585515205e-06
4102,4102,laide,16508,1.5750468581687917e-05
4103,4103,nuder,2028,1.934937623192579e-06
4104,4104,fujis,528,5.037707421329792e-07
4105,4105,daraf,572,5.457516373107274e-07
4106,4106,turrs,434,4.1408428425324426e-07
4107,4107,geasa,2837,2.7068136277107234e-06
4108,4108,bidri,1166,1.1124937222103291e-06
4109,4109,lepta,5736,5.47278215317191e-06
4110,4110,genty,6337,6.04620301684979e-06
4111,4111,sugos,0,0.0
4112,4112,skink,32624,3.112692555179226e-05
4113,4113,crust,2353057,0.0022450781650969727
4114,4114,badly,5911039,0.005639788832967771
4115,4115,crocs,16858,1.6084407520601825e-05
4116,4116,tarty,12155,1.1597222292852958e-05
4117,4117,bions,4073,3.886095137703834e-06
4118,4118,mourn,1069407,0.001020333253848869
4119,4119,chawl,1977,1.8862779492365528e-06
4120,4120,bodle,8266,7.886683625892435e-06
4121,4121,deign,225293,0.00021495458675637363
4122,4122,pulut,500,4.770556270198667e-07
4123,4123,braws,2198,2.0971365363793337e-06
4124,4124,gabba,7538,7.192090632951509e-06
4125,4125,dreer,18124,1.7292312368216125e-05
4126,4126,chord,2301886,0.0021962553381165055
4127,4127,prase,8930,8.520213498574818e-06
4128,4128,tempo,1439598,0.001373536653093092
4129,4129,stans,53701,5.123672845318772e-05
4130,4130,goths,489595,0.0004671280994215832
4131,4131,sidle,45169,4.309625123372071e-05
4132,4132,zoism,168,1.602906906786752e-07
4133,4133,thrae,1884,1.7975456026108575e-06
4134,4134,faded,3106192,0.002963652744408187
4135,4135,yawps,2030,1.9368458457006585e-06
4136,4136,toast,1819153,0.001735674350120143
4137,4137,sybbe,558,5.323940797541711e-07
4138,4138,kibbe,27248,2.5997623450074652e-05
4139,4139,mocks,215768,0.00020586667706164516
4140,4140,sorry,12209562,0.011649280511095874
4141,4141,nrtta,0,0.0
4142,4142,larch,251079,0.0002395572995530422
4143,4143,rarks,0,0.0
4144,4144,champ,396782,0.00037857417160039347
4145,4145,kevil,2013,1.9206259543819833e-06
